id;dealer id;OEM;Dealer π (RO);ESN;Mileage;m type;application;"Model
/Series ESN";Date of failure;Claim date received (first time);First question date ;—laim submission/denial  date;Credit statement date ;Claim Amount;Approove;author;adviser;NARRATIVE;HISTORY;STATUS
176;16;maz;446-PK;76367042;14759;1;1;ISF3.8;2019-03-13;2020-01-29;;2020-02-05;2020-02-11;7626.7;7579.7;10;4;;;3
177;38;kamaz;330808;86077636;1151;1;1;ISB6.7;2019-12-12;2020-01-29;2020-02-04;2020-09-04;2020-09-11;8121.2;8121.2;34;1;;;3
178;36;cpg cummins;d013;K18I419468;4103;0;2;;2019-12-09;2020-01-29;;2020-02-10;2020-02-11;3470.6;3561.6;18;9;;;3
179;36;cpg cummins;d014;K18I419464;4610;0;2;;2019-10-24;2020-01-29;2020-02-10;2020-02-10;2020-02-11;3558.9;3473.9;18;9;;;3
180;24;cpg cummins;15484;33215740;7;0;2;QSK60-G4;2019-10-31;2020-01-29;2020-01-30;2020-02-04;2020-02-11;576.5;493.5;20;7;;;3
181;36;belaz;0612/4;33217028;3749;0;0;KTA50;2019-12-06;2020-01-29;;2020-02-03;2020-02-03;6298.8;6298.8;18;4;;;3
182;28;belaz;25179-1;37278504;1154;0;0;KTTA19;2019-12-11;2020-01-30;;2020-01-30;2020-01-31;2143.5;2052.5;11;2;;;3
183;28;belaz;25224-1;37276343;4260;0;0;KTTA19;2019-12-30;2020-01-30;;2020-01-30;2020-01-31;3947;3947;11;2;;;3
184;28;belaz;25263;37272389;385;0;0;QST-30;2019-11-27;2020-01-30;2020-01-30;2020-02-13;2020-02-14;8895.6;8895.6;11;2;;;3
185;28;belaz;25264;85005820;2538;0;0;QSK-23;2020-01-25;2020-01-30;;2020-01-30;2020-01-31;1067.3;1067.3;11;2;;;3
186;38;kamaz;340670;86067779;25843;1;1;ISB6.7;2020-01-23;2020-01-30;;2020-02-06;2020-02-10;536.5;501.5;34;1;;;3
187;43;cpg cummins;130;J17759;2953;0;2;X 2.5-G2;2019-05-26;2020-01-30;2020-01-30;2020-03-16;2020-03-17;8977.9;9068.9;36;9;;;3
188;43;CPG Cummins;130-1;J27766;2953;0;2;X 2.5-G2;2019-05-26;2020-01-30;2020-01-30;2020-03-19;2020-03-20;5617.2;5692.2;36;9;;;3
189;41;YUTONG;Ï‡.20;78743614;0;1;5;ISL;2020-01-14;2020-01-30;;2020-02-03;2020-02-04;4107.2;4107.2;35;4;;;3
190;60;YUTONG;1002283;33216618;5881;0;0;KTA 50-C;2019-12-05;2020-01-30;;2020-02-11;2020-03-08;7830;7890;43;8;;;3
191;38;kamaz;330595;86069969;48165;1;1;ISL;2019-12-16;2020-01-30;;2020-02-07;2020-02-07;8304.4;8225.4;34;1;;;3
192;21;paz;SZ2102;76445796;1345;1;5;ISF3.8;2019-11-07;2020-01-30;2020-02-06;2020-02-18;2020-02-18;6997.5;7043.5;12;7;;;3
193;28;belaz;25265;33215755;6726;0;0; “¿-50;2019-12-03;2020-01-31;2020-02-13;2020-02-18;2020-02-19;7759.4;7759.4;11;2;;;3
194;28;belaz;25266;33201872;1535;0;0;KTA-50;2019-12-12;2020-01-31;;2020-02-13;2020-02-14;6677.5;6682.5;11;2;;;3
195;28;belaz;25267;33216929;5890;0;0;KTA-50;2019-12-10;2020-01-31;2020-02-13;2020-02-14;2020-02-14;1368.1;1368.1;12;2;;;3
196;28;belaz;25268;66305086;5038;0;0;QSK-78;2019-12-12;2020-01-31;;2020-02-13;2020-02-19;4356.3;4356.3;11;2;;;3
197;38;kamaz;337469;86068417;7197;1;1;ISB6.7;2020-01-09;2020-01-31;;2020-02-11;2020-02-11;8886;8886;34;1;;;3
198;38;kamaz;332069;86073381;6297;1;1;ISB6.7;2019-12-23;2020-01-31;;2020-02-10;;4742.4;4814.4;34;1;;;2
199;21;BELAZ;3885;33216099;2689;0;0; “¿-50;2019-11-18;2020-01-31;;2020-01-31;2020-01-31;7833.4;7856.4;12;3;;;3
200;28;belaz;25269;37271034;412;0;0;KTTA-19;2019-12-13;2020-01-31;;2020-02-13;2020-02-13;7667.5;7601.5;12;2;;;3
201;28;belaz;25270;66305153;4458;0;0;QSK-78;2019-12-09;2020-01-31;;2020-02-13;2020-02-19;7795.7;7797.7;11;2;;;3
202;36;belaz;0701/1;33215805;1746;0;0;KTA 50;2020-01-07;2020-01-31;;2020-02-03;2020-02-03;7602.5;7602.5;18;4;;;3
203;38;kamaz;337488;86070866;41362;1;1;ISB6.7;2019-12-16;2020-01-31;2020-02-10;2020-03-04;2020-03-04;5983.8;5914.8;34;1;;;3
204;36;belaz;1001/6;33215805;1806;0;0;KTA 50;2020-01-10;2020-01-31;;2020-02-03;2020-02-05;5495.8;5495.8;18;4;;;3
205;18;kamaz;296k;86067700;35832;1;1;ISL;2019-12-20;2020-01-31;;2020-01-31;2020-01-31;3003;3003;15;1;;;3
206;24;belaz;15618;37254821;187;0;0;k19;2019-12-10;2020-01-31;2020-02-10;2020-02-10;2020-02-18;2491;2491;20;7;;;3
207;38;kamaz;337765;86078113;3151;1;1;ISB6.7;2019-12-30;2020-01-31;;2020-02-10;;2894.3;2985.3;34;1;;;2
208;38;kamaz;343315;86064052;65096;1;1;ISB6.7;2020-01-31;2020-01-31;2020-02-10;2020-04-03;2020-04-03;9064.2;9064.2;34;1;;;3
209;28;tonar;25271;80168110;2497;0;0;QSX-15;2020-01-26;2020-02-03;2020-02-13;2020-02-18;2020-02-19;911.2;911.2;11;2;;;3
210;28;belaz;25272;37278844;1101;0;0; ““¿-19;2019-12-13;2020-02-03;;2020-02-13;2020-02-13;4651.5;4651.5;11;2;;;3
211;28;belaz;25273;33208057;3785;0;0;QSK-60;2019-12-06;2020-02-03;2020-02-13;2020-02-17;2020-02-18;3802.3;3843.3;11;2;;;3
212;28;belaz;25274;33208057;2681;0;0;QSK-60;2019-12-06;2020-02-03;2020-02-13;2020-02-17;2020-02-18;4821.2;4892.2;11;2;;;3
213;28;belaz;25275;66305257;2984;0;0;QSK78;2019-12-11;2020-02-03;;2020-02-18;2020-02-19;2994.2;2994.2;12;2;;;3
214;36;belaz;1601/1;33218540;1509;0;0;KTA50;2020-01-16;2020-02-03;;2020-02-12;2020-02-14;1368.6;1448.6;18;4;;;3
215;36;belaz;2101/2;33217233;4004;0;0;KTA50;2020-01-21;2020-02-03;;2020-02-12;2020-02-18;3940.3;3940.3;18;4;;;3
216;38;kamaz;331600;86056586;41343;1;1;ISB6.7;2019-12-20;2020-02-03;2020-02-11;2020-02-27;2020-02-27;5114.1;5090.1;34;1;;;3
217;24;YUTONG;15737;78886655;136396;1;5;ISL;2020-01-20;2020-02-03;2020-02-05;2020-02-26;2020-03-04;4607.2;4649.2;20;7;;;3
218;66;HITACHI;11116;35354433;7578;0;0;QSM11;2019-11-08;2020-01-30;2020-02-06;2020-02-13;2020-02-18;5212.7;5212.7;17;4;;;3
219;28;belaz;25276;33196731;6142;0;0;QSK-60;2019-12-11;2020-02-04;;2020-02-18;2020-02-19;6746.3;6746.3;11;2;;;3
220;38;kamaz;340498;86075243;29701;1;1;ISB6.7;2020-01-13;2020-02-04;2020-02-12;2020-02-28;2020-03-04;4597.5;4660.5;34;1;;;3
221;21;BELAZ;3894;33190922;1413;0;0; “¿-50;2019-11-19;2020-02-04;2020-02-04;2020-02-05;2020-02-05;6614.1;6649.1;12;3;;;3
222;38;kamaz;340107;86078273;3341;1;1;ISB6.7;2020-01-20;2020-02-04;;2020-02-13;2020-02-19;7891.3;7891.3;34;1;;;3
223;21;BELAZ;3893;37259807;2715;0;0; ““¿-19;2019-11-12;2020-02-04;;2020-02-04;2020-02-04;4833.1;4833.1;12;3;;;3
224;28;belaz;25277;37273645;6850;0;0;QSK-19;2020-01-28;2020-02-05;;2020-02-18;2020-02-24;8660.8;8710.8;11;2;;;3
225;28;belaz;25278;37246512;6204;0;0;KTTA-19;2019-12-02;2020-02-05;2020-02-18;2020-03-05;2020-03-06;1430.3;1389.3;12;2;;;3
227;38;kamaz;318890;86075538;3388;1;1;ISB6.7;2019-11-15;2020-02-05;2020-02-13;2020-05-25;;8423;8371;34;1;;;2
228;28;belaz;25279;66305147;4477;0;0;QSK-78;2020-01-29;2020-02-05;;2020-02-18;2020-02-24;8501.7;8513.7;11;2;;;3
229;36;belaz;1912/3;33207941;702;0;0;KTA50;2019-12-19;2020-02-05;;2020-02-12;2020-02-14;7787.7;7787.7;18;4;;;3
230;36;belaz;0901/1;37276683;4486;0;0;QST30;2020-01-09;2020-02-05;;2020-02-12;2020-02-14;2162.1;2160.1;18;4;;;3
231;38;kamaz;342981;86072443;50440;1;1;ISB6.7;2020-01-29;2020-02-05;2020-02-13;2020-02-27;2020-02-27;8009.1;8009.1;34;1;;;3
232;3;rostselmash;147798;35347141;1112;0;0;QSM11;2020-01-22;2020-02-05;2020-03-02;2020-03-13;2020-03-16;988.6;976.6;22;5;;;3
233;38;kamaz;341993;86076722;2547;1;1;ISB6.7;2020-01-28;2020-02-05;2020-02-13;2020-03-26;2020-03-26;9929.4;9929.4;34;1;;;3
234;21;BELAZ;3882;37276454;4550;0;0; ““¿-19;2019-11-07;2020-02-05;2020-02-05;2020-02-06;2020-02-12;293;252;12;3;;;3
235;28;belaz;25280;33216909;7391;0;0; “¿-50;2020-01-28;2020-02-05;2020-02-18;2020-02-26;2020-02-26;798;798;11;2;;;3
236;21;BELAZ;3884;33217457;3610;0;0;QSK-60;2019-11-18;2020-02-05;2020-02-05;2020-02-12;2020-02-14;6542.3;6545.3;12;3;;;3
237;41;HYUNDAI;Ë˛Î.20;46712477;7578;0;0;QSL9;2020-01-28;2020-02-05;;2020-02-14;2020-02-17;9388.3;9398.3;35;4;;;3
238;70;daventry;D022;33214429;118;0;2; “¿50;2019-12-30;2020-02-05;;2020-03-05;2020-03-06;4662.7;4662.7;52;9;;;3
239;38;kamaz;331040;86064051;24430;1;1;ISB6.7;2019-12-11;2020-02-05;2020-02-13;2020-04-07;2020-04-08;4398.8;4390.8;34;1;;;3
240;70;BENTEC;d012;DR1750/00900564;103;0;2;KTA50-G8;2019-11-26;2020-02-05;2020-02-12;2020-02-14;2020-02-17;7265.3;7265.3;52;9;;;3
241;38;kamaz;342860;86075993;27876;1;1;ISB6.7;2020-01-28;2020-02-05;2020-02-13;2020-03-19;2020-03-19;4665.2;4665.2;34;1;;;3
242;21;BELAZ;3895;33215972;4241;0;0; “¿-50;2019-11-28;2020-02-06;2020-02-06;2020-02-21;2020-02-24;7364;7303;12;3;;;3
243;28;tonar;25281;78490594;1609;0;0;QSZ-13;2019-12-06;2020-02-06;2020-02-21;2020-02-26;2020-03-04;6931.9;6845.9;11;2;;;3
244;24;YUTONG;15736;78701891;60241;1;5;ISL;2020-01-20;2020-02-06;2020-02-06;2020-02-25;2020-03-03;3529.9;3529.9;20;7;;;3
245;28;nefaz;25282;86068351;163092;1;1;ISB-6.7;2019-11-30;2020-02-06;2020-02-17;2020-02-25;2020-02-25;6167.5;6167.5;12;1;;;3
246;21;BELAZ;3897;37276418;5131;0;0; ““¿-19;2019-11-20;2020-02-06;;2020-02-06;2020-02-12;8516;8500;12;3;;;3
247;38;kamaz;333045;86077077;1614;1;1;ISB6.7;2019-11-28;2020-02-06;;2020-02-14;;1224.2;1155.2;34;1;;;2
248;28;belaz;25283;37273474;3264;0;0;QSK-19;2019-12-15;2020-02-06;;2020-02-21;2020-03-02;8553.1;8553.1;11;2;;;3
249;38;kamaz;341301;86071958;34741;1;1;ISB6.7;2020-01-22;2020-02-06;2020-02-14;2020-02-25;2020-03-03;3463;3463;34;1;;;3
250;3;rostselmash;147785;35349770;269;0;0;QSM11;2020-01-24;2020-02-06;2020-03-02;2020-05-22;;8073.5;8143.5;22;9;;;2
251;24;cpg cummins;15785;66304472;46;0;2;QSK78;2020-01-31;2020-02-06;2020-02-11;2020-02-25;;3336.5;3269.5;20;7;;;2
252;3;rostselmash;147739;35347441;1981;0;0;QSM11;2020-01-23;2020-02-06;2020-03-04;2020-05-07;2020-05-08;8636.9;8636.9;22;5;;;3
253;3;rostselmash;147832;35356560;165;0;0;QSM11;2020-01-27;2020-02-06;;2020-03-02;2020-03-04;9474.3;9474.3;22;5;;;3
254;36;BENTEC;D012;DR1750/00900564;103;0;2;KTA50-G8;2019-11-26;2020-02-06;;2020-02-18;2020-02-18;6924.8;6824.8;18;4;;;3
255;28;belaz;25291;33204523;5252;0;0;KTA-50;2019-12-17;2020-02-07;2020-03-03;2020-03-05;2020-03-05;6389.1;6389.1;12;2;;;3
256;52;mtz;424;86066925;1607;0;0;QSL9;2019-12-31;2020-01-09;2020-01-31;2020-02-17;2020-02-17;5703.5;5781.5;39;1;;;3
257;28;belaz;25285;33208038;1;0;0; “¿-50;2020-01-17;2020-02-07;;2020-03-02;2020-03-02;2577.9;2659.9;11;2;;;3
258;38;kamaz;341302;86078761;4973;1;1;ISB6.7;2020-01-17;2020-02-07;;2020-03-27;;5326.1;5331.1;34;1;;;2
259;28;belaz;25286;33218136;5135;0;0; “¿-50;2019-12-31;2020-02-07;;2020-03-02;2020-03-02;7560.2;7560.2;11;2;;;3
260;28;belaz;25288;37271044;3282;0;0; ““¿-19;2019-12-04;2020-02-07;;2020-03-03;2020-03-03;7583.1;7500.1;11;2;;;3
261;28;belaz;25287;33216585;5871;0;0;KTA-50;2019-12-17;2020-02-07;;2020-03-03;2020-03-04;7870.2;7877.2;12;2;;;3
262;28;belaz;25289;33217986;3685;0;0;QSK-60;2019-12-17;2020-02-07;;2020-03-03;2020-03-09;6803.1;6803.1;12;2;;;3
263;28;belaz;25290;37234386;5143;0;0; ““¿-19;2019-12-16;2020-02-07;;2020-03-03;2020-03-04;413.3;443.3;11;2;;;3
264;21;TEREX;3899;33214109;4570;0;0;KTA-50;2019-11-20;2020-02-07;;2020-02-10;2020-02-10;4497.8;4454.8;12;3;;;3
265;28;belaz;25292;37277370;4389;0;0;QSK-19;2019-12-18;2020-02-07;;2020-03-03;2020-03-09;2394.5;2394.5;11;2;;;3
266;38;kamaz;345511;86078902;11050;1;1;ISB6.7;2020-02-07;2020-02-07;2020-02-17;2020-03-17;2020-03-18;850.4;834.4;34;1;;;3
267;36;ELECTRONTRANS;1312/3;22332315;0;1;5;ISB6.7;2019-12-13;2020-02-07;;2020-02-12;2020-02-19;9769;9744;18;4;;;3
268;6;Golden Dragon;170;78945039;104696;1;5;ISL9,5;2020-01-20;2020-02-07;2020-03-03;2020-03-13;2020-05-21;1403.8;1403.8;23;3;;;3
269;36;LTRZ;1001/5;37278498;509;0;4;QST30;2020-01-10;2020-02-07;;2020-02-12;2020-02-12;3688.6;3725.6;18;4;;;3
270;64;belaz;43;33214195;5318;0;0;KTA-38C;2019-10-18;2020-02-07;;2020-02-10;2020-02-17;5556.1;5556.1;47;5;;;3
271;41;HYUNDAI;127-19;84370633;1037;0;0;6BTA-5,9;2019-12-09;2020-02-10;;2020-02-14;2020-02-19;7255.9;7179.9;35;4;;;3
272;6;YUTONG;171;78886656;122519;1;5;ISL9;2020-01-31;2020-02-10;2020-03-11;2020-03-13;2020-03-16;5005.4;5005.4;23;7;;;3
273;67;YUTONG;Ë˛Î.20;78895595;20900;1;5;ISLe;2020-01-31;2020-02-10;;2020-03-11;2020-03-12;4038.8;4093.8;50;7;;;3
274;28;cpg cummins;25293;I19D004061;1;0;2;KTA-50;2019-12-07;2020-02-11;2020-02-11;2020-03-16;2020-03-27;9787.7;9880.7;12;9;;;3
275;28;cpg cummins;25294;I19D004059;1;0;2;KTA-50;2019-12-07;2020-02-11;2020-02-11;2020-03-16;2020-03-17;1595.3;1569.3;12;9;;;3
276;28;cpg cummins;25295;I19D004060;1;0;2;KTA-50;2019-12-07;2020-02-11;2020-02-11;2020-03-16;2020-03-17;5123.1;5043.1;12;9;;;3
277;28;cpg cummins;25296;I19D004062;1;0;2;KTA-50;2019-12-07;2020-02-11;2020-02-11;2020-03-16;2020-03-17;6827.8;6921.8;12;9;;;3
278;3;rostselmash;146330;35350982;700;0;0;QSM11;2019-12-03;2020-02-11;2020-03-11;2020-03-16;2020-03-17;313;392;22;7;;;3
279;3;rostselmash;145596;35350985;1797;0;0;QSM11;2020-02-05;2020-02-11;;2020-03-11;2020-03-11;9989.9;9976.9;22;7;;;3
280;38;kamaz;343234;86065708;45739;1;1;ISB6.7;2020-01-30;2020-02-11;2020-02-18;2020-03-17;2020-03-17;2197.6;2197.6;34;1;;;3
281;3;rostselmash;145455;35355646;1987;0;0;QSM11;2020-02-05;2020-02-11;;2020-03-11;2020-03-12;8720.4;8770.4;22;7;;;3
282;38;kamaz;332100;86070772;100948;1;1;ISB6.7;2019-12-16;2020-02-12;;2020-02-19;2020-02-21;8640.9;8640.9;34;1;;;3
283;38;kamaz;340913;86067821;7380;1;1;ISB6.7;2020-01-23;2020-02-12;;2020-02-20;2020-02-20;270;282;34;1;;;3
284;38;kamaz;344530;86060129;2475;1;1;;2020-01-14;2020-02-12;;2020-02-19;;8425.9;8416.9;34;1;;;2
285;3;rostselmash;145072;86066885;367;0;0;6LTAA8,9;2020-02-11;2020-02-12;;2020-03-11;2020-03-13;9209;9136;22;1;;;3
286;3;rostselmash;145327;86071409;203;0;0;6LTAA8,9;2020-02-11;2020-02-12;;2020-03-11;2020-03-13;1140.5;1104.5;22;1;;;3
287;38;kamaz;336681;86063574;15568;1;1;ISB6.7;2020-01-10;2020-02-12;;2020-02-20;2020-02-20;3753.7;3753.7;34;1;;;3
288;28;belaz;25284;37246512;6450;0;0;KTTA-19;2019-12-13;2020-02-12;2020-03-05;2020-03-11;2020-03-26;799.4;799.4;12;2;;;3
289;28;belaz;25297;33218080;4273;0;0;KTA-50;2020-02-03;2020-02-13;2020-03-03;2020-03-05;2020-03-05;561.6;485.6;11;2;;;3
290;28;belaz;25298;37247383;3122;0;0;KTTA-19;2019-12-19;2020-02-13;2020-03-03;2020-03-05;2020-03-06;5800.8;5885.8;12;2;;;3
291;28;belaz;25299;37245640;652;0;0;KTTA-19;2019-12-19;2020-02-13;;2020-03-03;2020-03-04;2607.2;2607.2;12;2;;;3
292;28;belaz;25300;33219663;10;0;0;KTA-50;2020-02-06;2020-02-13;2020-03-03;2020-03-05;2020-03-27;5983.6;5983.6;11;2;;;3
293;28;belaz;25301;33199371;6142;0;0;QSK-60;2019-12-20;2020-02-16;;2020-03-05;2020-03-06;2090.1;2053.1;12;2;;;3
294;28;belaz;25302;33216253;7482;0;0;QSK-60;2019-12-17;2020-02-16;;2020-03-05;2020-03-05;1708.3;1708.3;11;2;;;3
295;28;belaz;25303;37277370;5544;0;0;KTA19;2020-02-07;2020-02-17;;2020-03-05;2020-03-06;7938.7;8032.7;11;2;;;3
296;28;belaz;25304;66305245;3534;0;0;QSK-78;2019-12-28;2020-02-18;;2020-03-06;2020-03-06;3331.9;3355.9;11;2;;;3
297;28;belaz;25305;66305245;3257;0;0;QSK-78;2019-12-16;2020-02-18;2020-03-06;2020-03-18;2020-03-20;1268.6;1268.6;12;2;;;3
298;28;belaz;25306;33217235;5546;0;0;KTA-50;2020-02-07;2020-02-18;;2020-03-06;2020-03-09;3045.7;2961.7;11;2;;;3
299;28;belaz;25308;37249691;1863;0;0;KTTA-19;2019-12-24;2020-02-19;;2020-03-10;2020-03-12;5980.3;5980.3;12;2;;;3
300;28;belaz;25309;33217751;3755;0;0;QSK-60;2019-12-23;2020-02-20;;2020-03-10;2020-03-12;3020.9;2924.9;12;2;;;3
301;21;belaz;SZ2099;33214665;5099;0;0;KTA-50;2019-12-16;2020-02-14;2020-02-17;2020-02-26;2020-03-04;1961.7;1961.7;12;7;;;3
302;21;PAZ;SZ2100;76448357;35837;1;5;ISF3.8;2019-11-27;2020-02-15;2020-02-18;2020-02-20;2020-02-21;573.6;590.6;12;7;;;3
303;21;Laser Industrial;SZ2107;25432012;3963;0;0; “¿50-G8;2019-04-09;2020-02-17;2020-02-18;2020-02-20;2020-02-27;2833.8;2835.8;12;7;;;3
304;36;LTRZ;2101/3;37276683;4543;0;4;QST30;2020-01-21;2020-02-13;;2020-02-18;2020-02-19;9490.8;9490.8;18;4;;;3
305;43;CPG Cummins;192;J18D002435;1048;0;2;QSV91G4;2019-11-26;2020-02-13;2020-03-12;2020-03-23;2020-03-24;2340.4;2412.4;36;9;;;3
306;36;BENTEC;D022;33214429;118;0;2; “¿50 G8;2019-12-27;2020-02-13;2020-03-03;2020-03-11;2020-03-11;3041;3073;18;4;;;3
307;28;Liebherr;25262;33210737;10109;0;0;QSK38;2019-05-07;2020-02-14;2020-02-10;2020-02-14;2020-02-17;2936.9;2936.9;11;2;;;3
308;38;KAMAZ;347012;86074856;8013;1;1;ISL;2020-02-11;2020-02-14;2020-02-20;2020-03-19;2020-03-19;4799;4774;34;1;;;3
309;38;KAMAZ;340124;86059714;90054;1;1;ISB6.7;2020-01-21;2020-02-14;;2020-02-21;2020-02-24;547.1;547.1;34;1;;;3
310;38;KAMAZ;347402;86073824;37536;1;1;ISB6.7;2020-02-10;2020-02-14;2020-02-20;2020-05-15;2020-05-15;290.8;240.8;34;1;;;3
311;21;Yutong;sz2105;78701913;20850;1;5;ISLe9;2020-02-03;2020-02-14;;2020-02-17;2020-02-17;7893.3;7893.3;12;7;;;3
312;24;paz;15634;76504954;390;1;5;ISF3.8;2019-11-29;2020-02-03;;2020-02-13;2020-02-19;1257.3;1290.3;20;7;;;3
313;64;belaz;50;37278527;2250;0;0;KTTA19C;2019-11-19;2020-02-15;2020-03-13;2020-03-17;2020-04-06;753.3;732.3;47;4;;;3
314;21;BELAZ;3901;33200134;1950;0;0;KTA-50 ;2019-11-19;2020-02-17;2020-02-17;2020-02-18;2020-02-21;3381.2;3310.2;12;3;;;3
315;3;rostselmash;146136;86071372;142;0;0;6LTAA8.9;2020-02-11;2020-02-17;2020-03-16;2020-04-28;2020-04-28;932.4;932.4;22;1;;;3
316;21;BELAZ;3902;37262669;3084;0;0;KTTA-19;2019-11-20;2020-02-17;;2020-02-17;2020-02-24;9688.8;9614.8;12;3;;;3
317;3;rostselmash;148029;86064864;281;0;0;6LTAA8.9;2020-02-03;2020-02-17;;2020-03-16;2020-03-20;1500.7;1488.7;22;1;;;3
318;21;BELAZ;3903;33216115;3318;0;0;KTA-50;2019-11-26;2020-02-17;;2020-02-17;2020-02-24;6726.5;6684.5;12;3;;;3
319;21;King Long;SZ2084;78509253;35700;1;5;ISLe9;2019-04-24;2020-02-17;;2020-02-18;2020-02-19;4509.7;4509.7;12;7;;;3
320;21;King Long;SZ2106;78509253;56386;1;5;ISLe9;2020-01-10;2020-02-17;;2020-02-18;2020-02-19;5145.7;5145.7;12;7;;;3
321;3;rostselmash;143706;86062650;533;0;0;6LTAA8.9;2020-02-11;2020-02-17;2020-03-16;2020-04-02;2020-04-03;6510.7;6456.7;22;1;;;3
322;24;CPG ;15657;66300919;4723;0;2;QSV91G;2019-12-24;2020-02-17;;2020-02-17;2020-02-19;7773.8;7686.8;20;7;;;3
323;67;GRUNDFOS;Ï‡.20;80011762;30;0;3;QSX15;2020-01-14;2020-02-18;;2020-03-18;2020-03-20;7544.4;7544.4;50;9;;;3
324;38;KAMAZ;284283;86069493;8988;1;1;ISB6.7;2019-07-12;2020-02-18;2020-02-27;2020-03-12;2020-03-12;8792.9;8792.9;34;1;;;3
325;38;KAMAZ;333226;86079298;6781;1;1;ISB6.7;2019-12-19;2020-02-18;2020-02-21;2020-02-26;;7429.8;7429.8;34;1;;;2
326;38;KAMAZ;336690;86075721;4632;1;1;ISB6.7;2020-01-10;2020-02-18;2020-02-27;2020-03-12;2020-03-13;3584.6;3584.6;34;1;;;3
327;28;belaz;25307;37271853;6233;0;0;KTTA19;2019-12-24;2020-02-19;;2020-03-10;2020-03-12;7217.7;7150.7;11;2;;;3
328;24;CPG;15755;66300931;8685;0;2;QSV91G;2020-01-27;2020-02-19;2020-02-20;2020-03-12;2020-03-19;7316.7;7315.7;20;7;;;3
329;28;belaz;25310;37279395;28;0;0;KTA-19;2020-02-16;2020-02-20;2020-03-10;2020-03-16;2020-03-19;5767.6;5675.6;11;2;;;3
330;28;belaz;25311;66302396;4123;0;0;QSK-78;2019-12-25;2020-02-20;2020-03-10;2020-03-18;2020-03-19;9267.9;9237.9;12;2;;;3
331;28;belaz;25312;33213010;7018;0;0;QSK-60;2019-12-25;2020-02-20;;2020-03-10;2020-03-12;3578.8;3641.8;12;2;;;3
332;28;Liebherr;25313;33215959;5860;0;0;QSK-45;2019-12-27;2020-02-20;;2020-03-10;2020-03-17;6346.5;6306.5;11;2;;;3
333;21;BELAZ;3904;33217021;5243;0;0;QSK-60;2019-11-27;2020-02-21;;2020-02-21;2020-02-21;1382.6;1382.6;12;3;;;3
334;38;KAMAZ;309579;86069812;14264;1;1;ISB6.7;2019-10-10;2020-02-20;;2020-02-27;2020-02-27;5165.2;5086.2;34;1;;;3
335;38;KAMAZ;328961;86075847;10437;1;1;ISB6.7;2019-11-22;2020-02-20;;2020-02-28;2020-02-28;8389.1;8299.1;34;1;;;3
336;38;KAMAZ;341341;86050003;15143;1;1;ISB4.5;2019-09-11;2020-02-20;;2020-02-28;2020-03-04;9929.4;9950.4;34;1;;;3
337;38;KAMAZ;344784;86073886;5202;1;1;ISB6.7;2020-01-11;2020-02-20;;2020-02-20;2020-02-20;9264.3;9312.3;34;1;;;3
338;36;belaz;1301/1;37253191;560;0;0; ““¿19;2020-01-13;2020-02-20;;2020-02-25;2020-02-25;3492.9;3542.9;18;4;;;3
339;41;ZHONG TONG;‡‚„.20;78923357;48611;1;5;ISL;2020-02-04;2020-02-20;;2020-02-25;2020-03-03;1058.2;1058.2;35;4;;;3
340;43;CPG Cummins;202;J18D002462;218;0;2;QSV91G4;2019-11-21;2020-02-19;2020-03-13;2020-03-18;2020-03-19;2754.1;2794.1;36;9;;;3
341;43;CPG Cummins;137;25425386;381;0;2;KTA50G3;2019-08-10;2020-02-20;;2020-03-19;2020-05-01;3836.8;3836.8;36;9;;;3
342;68;CPG Cummins;38521;K19I930350;0;0;2;VTA28-G5;2020-01-22;2020-02-20;2020-03-19;2020-03-24;2020-03-25;4612.2;4611.2;51;9;;;3
343;38;KAMAZ;343793;86064628;37835;1;1;ISB6.7;2020-02-03;2020-02-21;;2020-03-02;2020-03-02;6007.5;6031.5;34;1;;;3
344;41;YUTONG;ÌÓˇ.20;78808929;60605;1;5;ISD 245 50;2020-02-13;2020-02-21;2020-02-26;2020-03-03;2020-03-04;1432.3;1432.3;35;4;;;3
345;36;belaz;1001/3;33207941;1310;0;0; “¿50;2020-01-10;2020-02-06;;2020-02-12;2020-02-14;8635.8;8566.8;18;4;;;3
346;57;KAVZ;500;78180779;25938;1;5;ISB6.7;2020-01-14;2020-02-21;2020-03-16;2020-03-18;2020-03-20;5661.2;5639.2;42;3;;;3
347;21;Yutong;sz2104;78507891;123918;1;5;ISLe9;2019-10-14;2020-02-22;2020-02-25;2020-03-27;2020-03-27;4523.4;4600.4;12;7;;;3
348;16;Ã¿«;440-– ;89930771;56031;1;1;ISF3.8;2019-02-28;2020-02-25;;2020-03-03;;4648.8;4678.8;10;4;;;2
349;16;YUTONG BUS;452-– ;78529336;216503;1;5;ISL9 ;2019-03-22;2020-02-25;;2020-03-03;2020-03-04;1389.8;1389.8;10;4;;;3
350;28;belaz;25314;33194887;305;0;0;KTA50;2019-12-30;2020-02-25;;2020-03-11;2020-03-12;2243.1;2241.1;12;2;;;3
351;28;belaz;25315;37277869;3806;0;0;QST30;2020-02-16;2020-02-25;;2020-03-11;2020-03-12;1873.6;1792.6;11;2;;;3
352;21;KOMATSU;3912;33209433;9566;0;0;QSK-38;2020-01-06;2020-02-25;;2020-02-25;2020-03-03;1353.8;1254.8;12;3;;;3
